pair_id,report_a_id,report_b_id,label,pair_type
pair_1927,sdk_network_timeout_05,sdk_network_timeout_08,duplicate,D2
pair_4240,syn_chart_resize_overflow_00,sdk_form_crash_04,not_duplicate,D4
pair_2670,sdk_cors_error_03,sdk_rate_limit_429_07,not_duplicate,D3
pair_3879,syn_a11y_focus_trap_00,gh_1399336481,not_duplicate,D4
pair_1372,sdk_checkout_crash_02,sdk_checkout_crash_08,duplicate,D2
pair_1475,sdk_slow_page_05,sdk_slow_page_06,duplicate,D2
pair_3228,sdk_cors_error_06,sdk_stack_overflow_01,not_duplicate,D4
pair_2486,syn_websocket_reconnect_03,syn_cors_preflight_04,not_duplicate,D3
pair_1337,syn_service_worker_stale_04,syn_service_worker_stale_07,duplicate,D2
pair_0101,syn_infinite_scroll_memory_00,syn_infinite_scroll_memory_04,duplicate,D2
pair_0586,syn_cors_preflight_06,syn_cors_preflight_08,duplicate,D2
pair_1159,syn_drag_drop_ghost_04,syn_drag_drop_ghost_08,duplicate,D2
pair_1746,sdk_null_dom_05,sdk_null_dom_07,duplicate,D2
pair_2629,syn_checkout_coupon_03,syn_notification_permission_03,not_duplicate,D3
pair_4271,syn_dark_mode_flash_04,syn_pdf_export_blank_07,not_duplicate,D4
pair_1703,sdk_stack_overflow_05,sdk_stack_overflow_09,duplicate,D2
pair_2789,syn_dropdown_z_index_01,syn_chart_resize_overflow_07,not_duplicate,D3
pair_1521,sdk_form_crash_05,sdk_form_crash_07,duplicate,D2
pair_3703,syn_dark_mode_flash_09,sdk_null_dom_00,not_duplicate,D4
pair_1334,syn_service_worker_stale_03,syn_service_worker_stale_09,duplicate,D2
pair_0835,syn_a11y_focus_trap_02,syn_a11y_focus_trap_09,duplicate,D2
pair_0970,syn_notification_permission_02,syn_notification_permission_09,duplicate,D2
pair_3267,syn_file_upload_crash_05,sdk_slow_page_02,not_duplicate,D4
pair_2093,sdk_long_task_02,sdk_long_task_09,duplicate,D2
pair_0463,syn_image_lazy_load_00,syn_image_lazy_load_08,duplicate,D2
pair_3899,syn_animation_jank_02,gh_3906017378,not_duplicate,D4
pair_3822,syn_notification_permission_08,gh_3796774600,not_duplicate,D4
pair_0317,syn_modal_scroll_lock_06,syn_modal_scroll_lock_08,duplicate,D2
pair_3386,sdk_listener_leak_01,sdk_broken_image_02,not_duplicate,D4
pair_3515,sdk_stale_closure_01,sdk_long_task_05,not_duplicate,D4
pair_0961,syn_notification_permission_01,syn_notification_permission_07,duplicate,D2
pair_2459,sdk_listener_leak_03,sdk_listener_leak_09,duplicate,D2
pair_0183,syn_dark_mode_flash_06,syn_dark_mode_flash_08,duplicate,D2
pair_2942,syn_stale_cache_09,syn_service_worker_stale_08,not_duplicate,D3
pair_2213,sdk_storage_quota_00,sdk_storage_quota_09,duplicate,D2
pair_4283,sdk_storage_quota_00,syn_video_autoplay_blocked_02,not_duplicate,D4
pair_2778,gh_3987748572,gh_3829594271,not_duplicate,D3
pair_0066,syn_login_csrf_01,syn_login_csrf_06,duplicate,D2
pair_1054,syn_geolocation_timeout_02,syn_geolocation_timeout_04,duplicate,D2
pair_3818,syn_login_csrf_08,sdk_heavy_canvas_06,not_duplicate,D4
pair_4188,gh_1570218883,syn_geolocation_timeout_00,not_duplicate,D4
pair_4007,syn_dropdown_z_index_01,sdk_null_dom_01,not_duplicate,D4
pair_0933,syn_clipboard_paste_crash_04,syn_clipboard_paste_crash_06,duplicate,D2
pair_2938,syn_dropdown_z_index_01,syn_chart_resize_overflow_03,not_duplicate,D3
pair_4376,sdk_slow_page_02,sdk_checkout_crash_05,not_duplicate,D4
pair_0171,syn_dark_mode_flash_03,syn_dark_mode_flash_08,duplicate,D2
pair_1299,syn_chart_resize_overflow_06,syn_chart_resize_overflow_07,duplicate,D2
pair_2375,sdk_layout_shift_05,sdk_layout_shift_06,duplicate,D2
pair_4450,sdk_checkout_crash_02,syn_checkout_coupon_05,not_duplicate,D4
pair_2075,sdk_long_task_00,sdk_long_task_06,duplicate,D2
pair_2803,sdk_checkout_crash_07,sdk_form_crash_02,not_duplicate,D3
pair_0754,syn_animation_jank_04,syn_animation_jank_05,duplicate,D2
pair_0157,syn_dark_mode_flash_01,syn_dark_mode_flash_07,duplicate,D2
pair_2681,syn_date_picker_timezone_08,syn_clipboard_paste_crash_08,not_duplicate,D3
pair_3772,syn_react_key_warning_05,syn_password_reveal_crash_09,not_duplicate,D4
pair_0953,syn_notification_permission_00,syn_notification_permission_07,duplicate,D2
pair_0203,syn_file_upload_crash_01,syn_file_upload_crash_08,duplicate,D2
pair_3851,gh_3841377586,syn_notification_permission_01,not_duplicate,D4
pair_2531,sdk_cors_error_01,sdk_rate_limit_429_03,not_duplicate,D3
pair_0601,syn_dropdown_z_index_01,syn_dropdown_z_index_04,duplicate,D2
pair_3855,syn_ssr_hydration_mismatch_04,syn_cors_preflight_03,not_duplicate,D4
pair_4243,sdk_zindex_conflict_07,syn_pdf_export_blank_03,not_duplicate,D4
pair_0931,syn_clipboard_paste_crash_03,syn_clipboard_paste_crash_09,duplicate,D2
pair_4454,sdk_broken_image_03,sdk_rage_clicks_06,not_duplicate,D4
pair_3498,gh_1983929292,syn_clipboard_paste_crash_01,not_duplicate,D4
pair_1063,syn_geolocation_timeout_03,syn_geolocation_timeout_07,duplicate,D2
pair_1131,syn_drag_drop_ghost_00,syn_drag_drop_ghost_06,duplicate,D2
pair_3844,syn_drag_drop_ghost_06,sdk_checkout_crash_00,not_duplicate,D4
pair_3137,sdk_network_timeout_08,syn_video_autoplay_blocked_00,not_duplicate,D4
pair_1056,syn_geolocation_timeout_02,syn_geolocation_timeout_06,duplicate,D2
pair_0736,syn_animation_jank_01,syn_animation_jank_05,duplicate,D2
pair_4190,syn_service_worker_stale_04,syn_password_reveal_crash_01,not_duplicate,D4
pair_0262,syn_search_empty_state_03,syn_search_empty_state_09,duplicate,D2
pair_3516,syn_pdf_export_blank_08,gh_1820495894,not_duplicate,D4
pair_3487,syn_clipboard_paste_crash_02,sdk_rage_clicks_05,not_duplicate,D4
pair_2499,syn_websocket_reconnect_02,syn_cors_preflight_09,not_duplicate,D3
pair_1132,syn_drag_drop_ghost_00,syn_drag_drop_ghost_07,duplicate,D2
pair_0325,syn_date_picker_timezone_00,syn_date_picker_timezone_04,duplicate,D2
pair_4153,sdk_array_bounds_01,sdk_dom_explosion_06,not_duplicate,D4
pair_4408,syn_clipboard_paste_crash_04,syn_form_validation_race_08,not_duplicate,D4
pair_1673,sdk_stack_overflow_00,sdk_stack_overflow_09,duplicate,D2
pair_0892,syn_useeffect_loop_05,syn_useeffect_loop_06,duplicate,D2
pair_3751,syn_image_lazy_load_05,gh_3822673210,not_duplicate,D4
pair_2612,gh_2216662389,gh_1994800778,not_duplicate,D3
pair_1966,sdk_unauthorized_401_04,sdk_unauthorized_401_06,duplicate,D2
pair_1469,sdk_slow_page_03,sdk_slow_page_09,duplicate,D2
pair_0151,syn_dark_mode_flash_00,syn_dark_mode_flash_09,duplicate,D2
pair_4069,gh_1694756909,syn_checkout_coupon_08,not_duplicate,D4
pair_0036,syn_checkout_coupon_03,syn_checkout_coupon_08,duplicate,D2
pair_4260,syn_checkout_coupon_03,sdk_cors_error_04,not_duplicate,D4
pair_0070,syn_login_csrf_02,syn_login_csrf_03,duplicate,D2
pair_4031,sdk_broken_image_04,sdk_array_bounds_01,not_duplicate,D4
pair_3956,sdk_json_parse_crash_08,syn_websocket_reconnect_07,not_duplicate,D4
pair_0732,syn_animation_jank_00,syn_animation_jank_09,duplicate,D2
pair_1083,syn_pdf_export_blank_00,syn_pdf_export_blank_03,duplicate,D2
pair_1314,syn_service_worker_stale_01,syn_service_worker_stale_02,duplicate,D2
pair_2706,gh_4174987702,gh_3861668348,not_duplicate,D3
pair_2328,sdk_zindex_conflict_04,sdk_zindex_conflict_08,duplicate,D2
pair_1257,syn_video_autoplay_blocked_06,syn_video_autoplay_blocked_09,duplicate,D2
pair_0509,syn_ssr_hydration_mismatch_00,syn_ssr_hydration_mismatch_09,duplicate,D2
pair_0050,syn_checkout_coupon_07,syn_checkout_coupon_08,duplicate,D2
pair_4375,syn_drag_drop_ghost_09,sdk_stack_overflow_05,not_duplicate,D4
pair_3160,syn_pdf_export_blank_02,syn_service_worker_stale_09,not_duplicate,D4
pair_3404,syn_react_key_warning_08,syn_file_upload_crash_00,not_duplicate,D4
pair_2674,gh_2040036470,gh_1572705692,not_duplicate,D3
pair_3681,sdk_form_crash_04,syn_websocket_reconnect_00,not_duplicate,D4
pair_1026,syn_table_sort_nan_04,syn_table_sort_nan_09,duplicate,D2
pair_2700,syn_clipboard_paste_crash_00,syn_pdf_export_blank_01,not_duplicate,D3
pair_1100,syn_pdf_export_blank_02,syn_pdf_export_blank_05,duplicate,D2
pair_1481,sdk_slow_page_06,sdk_slow_page_09,duplicate,D2
pair_4191,sdk_slow_page_03,sdk_zindex_conflict_06,not_duplicate,D4
pair_4163,syn_checkout_coupon_05,sdk_network_timeout_03,not_duplicate,D4
pair_0158,syn_dark_mode_flash_01,syn_dark_mode_flash_08,duplicate,D2
pair_1616,sdk_rage_clicks_06,sdk_rage_clicks_09,duplicate,D2
pair_2339,sdk_zindex_conflict_08,sdk_zindex_conflict_09,duplicate,D2
pair_1382,sdk_checkout_crash_04,sdk_checkout_crash_07,duplicate,D2
pair_4192,syn_oauth_redirect_loop_01,syn_service_worker_stale_02,not_duplicate,D4
pair_2223,sdk_storage_quota_02,sdk_storage_quota_04,duplicate,D2
pair_3159,gh_3898634029,sdk_websocket_fail_00,not_duplicate,D4
pair_3865,sdk_stale_closure_07,sdk_broken_image_04,not_duplicate,D4
pair_0350,syn_date_picker_timezone_03,syn_date_picker_timezone_09,duplicate,D2
pair_1123,syn_pdf_export_blank_07,syn_pdf_export_blank_08,duplicate,D2
pair_2795,syn_dark_mode_flash_04,syn_drag_drop_ghost_09,not_duplicate,D3
pair_3275,syn_login_csrf_07,syn_stale_cache_05,not_duplicate,D4
pair_1149,syn_drag_drop_ghost_02,syn_drag_drop_ghost_09,duplicate,D2
pair_0062,syn_login_csrf_01,syn_login_csrf_02,duplicate,D2
pair_0540,syn_ssr_hydration_mismatch_06,syn_ssr_hydration_mismatch_07,duplicate,D2
pair_3543,gh_2516903932,syn_service_worker_stale_05,not_duplicate,D4
pair_3054,sdk_cors_error_04,sdk_network_timeout_00,not_duplicate,D3
pair_1914,sdk_network_timeout_03,sdk_network_timeout_04,duplicate,D2
pair_4167,sdk_form_crash_07,syn_service_worker_stale_04,not_duplicate,D4
pair_0665,syn_react_key_warning_04,syn_react_key_warning_06,duplicate,D2
pair_4335,gh_4111878917,sdk_dom_explosion_04,not_duplicate,D4
pair_2125,sdk_dom_explosion_01,sdk_dom_explosion_03,duplicate,D2
pair_3149,sdk_api_500_01,sdk_long_task_06,not_duplicate,D4
pair_4145,syn_login_csrf_02,gh_4066596986,not_duplicate,D4
pair_3850,syn_geolocation_timeout_01,sdk_storage_quota_04,not_duplicate,D4
pair_2345,sdk_layout_shift_00,sdk_layout_shift_06,duplicate,D2
pair_1736,sdk_null_dom_03,sdk_null_dom_06,duplicate,D2
pair_1898,sdk_network_timeout_00,sdk_network_timeout_09,duplicate,D2
pair_2190,sdk_heavy_canvas_04,sdk_heavy_canvas_05,duplicate,D2
pair_1177,syn_password_reveal_crash_00,syn_password_reveal_crash_07,duplicate,D2
pair_2776,syn_modal_scroll_lock_04,syn_a11y_focus_trap_05,not_duplicate,D3
pair_2954,gh_2062619579,gh_1329896643,not_duplicate,D3
pair_1589,sdk_rage_clicks_01,sdk_rage_clicks_07,duplicate,D2
pair_2266,sdk_stale_closure_01,sdk_stale_closure_09,duplicate,D2
pair_0447,syn_form_validation_race_05,syn_form_validation_race_07,duplicate,D2
pair_3609,sdk_unauthorized_401_05,syn_checkout_coupon_05,not_duplicate,D4
pair_0233,syn_search_empty_state_00,syn_search_empty_state_01,duplicate,D2
pair_3081,sdk_rage_clicks_09,sdk_broken_image_06,not_duplicate,D4
pair_3012,syn_dark_mode_flash_00,syn_drag_drop_ghost_07,not_duplicate,D3
pair_2986,syn_pdf_export_blank_01,syn_password_reveal_crash_02,not_duplicate,D3
pair_3205,syn_modal_scroll_lock_00,sdk_dom_explosion_02,not_duplicate,D4
pair_3689,sdk_form_crash_02,sdk_cors_error_07,not_duplicate,D4
pair_3739,syn_file_upload_crash_06,syn_stale_cache_05,not_duplicate,D4
pair_4108,gh_4204646214,syn_drag_drop_ghost_05,not_duplicate,D4
pair_3396,sdk_unhandled_promise_04,syn_checkout_coupon_03,not_duplicate,D4
pair_2972,gh_3835902957,gh_3829594271,not_duplicate,D3
pair_1396,sdk_api_500_00,sdk_api_500_02,duplicate,D2
pair_0112,syn_infinite_scroll_memory_01,syn_infinite_scroll_memory_07,duplicate,D2
pair_3101,syn_modal_scroll_lock_02,syn_date_picker_timezone_08,not_duplicate,D4
pair_0886,syn_useeffect_loop_03,syn_useeffect_loop_09,duplicate,D2
pair_2420,sdk_unhandled_promise_05,sdk_unhandled_promise_06,duplicate,D2
pair_3085,sdk_broken_image_08,syn_dropdown_z_index_07,not_duplicate,D4
pair_3318,sdk_websocket_fail_01,gh_1992582481,not_duplicate,D4
pair_1075,syn_geolocation_timeout_06,syn_geolocation_timeout_07,duplicate,D2
pair_4150,syn_checkout_coupon_08,sdk_websocket_fail_05,not_duplicate,D4
pair_1377,sdk_checkout_crash_03,sdk_checkout_crash_07,duplicate,D2
pair_3090,syn_modal_scroll_lock_05,sdk_unhandled_promise_06,not_duplicate,D4
pair_2493,syn_dark_mode_flash_09,syn_modal_scroll_lock_00,not_duplicate,D3
pair_0106,syn_infinite_scroll_memory_00,syn_infinite_scroll_memory_09,duplicate,D2
pair_1424,sdk_api_500_03,sdk_api_500_09,duplicate,D2
pair_4029,syn_drag_drop_ghost_00,sdk_form_crash_09,not_duplicate,D4
pair_2218,sdk_storage_quota_01,sdk_storage_quota_06,duplicate,D2
pair_0128,syn_infinite_scroll_memory_04,syn_infinite_scroll_memory_05,duplicate,D2
pair_3463,gh_3841764885,sdk_listener_leak_04,not_duplicate,D4
pair_2705,syn_ssr_hydration_mismatch_08,syn_react_key_warning_01,not_duplicate,D3
pair_0214,syn_file_upload_crash_03,syn_file_upload_crash_06,duplicate,D2
pair_2181,sdk_heavy_canvas_02,sdk_heavy_canvas_07,duplicate,D2
pair_1765,sdk_array_bounds_01,sdk_array_bounds_03,duplicate,D2
pair_2703,syn_ssr_hydration_mismatch_01,syn_useeffect_loop_00,not_duplicate,D3
pair_0755,syn_animation_jank_04,syn_animation_jank_06,duplicate,D2
pair_3571,sdk_slow_page_05,syn_oauth_redirect_loop_05,not_duplicate,D4
pair_0842,syn_a11y_focus_trap_04,syn_a11y_focus_trap_05,duplicate,D2
pair_0919,syn_clipboard_paste_crash_02,syn_clipboard_paste_crash_03,duplicate,D2
pair_0181,syn_dark_mode_flash_05,syn_dark_mode_flash_09,duplicate,D2
pair_1818,sdk_invalid_date_02,sdk_invalid_date_04,duplicate,D2
pair_1575,sdk_rage_clicks_00,sdk_rage_clicks_01,duplicate,D2
pair_1567,sdk_broken_image_05,sdk_broken_image_08,duplicate,D2
pair_0077,syn_login_csrf_03,syn_login_csrf_04,duplicate,D2
pair_3991,sdk_heavy_canvas_02,sdk_checkout_crash_03,not_duplicate,D4
pair_1572,sdk_broken_image_07,sdk_broken_image_08,duplicate,D2
pair_2497,sdk_checkout_crash_09,sdk_form_crash_03,not_duplicate,D3
pair_1143,syn_drag_drop_ghost_02,syn_drag_drop_ghost_03,duplicate,D2
pair_0244,syn_search_empty_state_01,syn_search_empty_state_04,duplicate,D2
pair_4023,syn_dark_mode_flash_00,syn_geolocation_timeout_02,not_duplicate,D4
pair_3388,gh_3835902957,sdk_dom_explosion_02,not_duplicate,D4
pair_4154,sdk_rage_clicks_04,syn_modal_scroll_lock_07,not_duplicate,D4
pair_3779,sdk_zindex_conflict_06,syn_infinite_scroll_memory_05,not_duplicate,D4
pair_2409,sdk_unhandled_promise_03,sdk_unhandled_promise_04,duplicate,D2
pair_1138,syn_drag_drop_ghost_01,syn_drag_drop_ghost_05,duplicate,D2
pair_1107,syn_pdf_export_blank_03,syn_pdf_export_blank_06,duplicate,D2
pair_0138,syn_infinite_scroll_memory_06,syn_infinite_scroll_memory_08,duplicate,D2
pair_3425,syn_checkout_coupon_07,sdk_json_parse_crash_05,not_duplicate,D4
pair_2043,sdk_websocket_fail_02,sdk_websocket_fail_04,duplicate,D2
pair_3581,sdk_invalid_date_05,sdk_slow_page_01,not_duplicate,D4
pair_0467,syn_image_lazy_load_01,syn_image_lazy_load_04,duplicate,D2
pair_1858,sdk_cors_error_01,sdk_cors_error_06,duplicate,D2
pair_3130,syn_chart_resize_overflow_01,sdk_slow_page_04,not_duplicate,D4
pair_2662,sdk_stack_overflow_08,sdk_long_task_08,not_duplicate,D3
pair_1803,sdk_invalid_date_00,sdk_invalid_date_04,duplicate,D2
pair_2860,syn_modal_scroll_lock_03,syn_a11y_focus_trap_01,not_duplicate,D3
pair_3946,sdk_long_task_04,sdk_stale_closure_08,not_duplicate,D4
pair_4440,gh_3939686094,syn_geolocation_timeout_05,not_duplicate,D4
pair_0581,syn_cors_preflight_05,syn_cors_preflight_06,duplicate,D2
pair_3227,syn_dark_mode_flash_05,syn_file_upload_crash_01,not_duplicate,D4
pair_3343,syn_date_picker_timezone_09,gh_3051783603,not_duplicate,D4
pair_2969,syn_clipboard_paste_crash_03,syn_password_reveal_crash_08,not_duplicate,D3
pair_1525,sdk_form_crash_06,sdk_form_crash_08,duplicate,D2
pair_0502,syn_ssr_hydration_mismatch_00,syn_ssr_hydration_mismatch_02,duplicate,D2
pair_3863,gh_3847273519,syn_infinite_scroll_memory_00,not_duplicate,D4
pair_2264,sdk_stale_closure_01,sdk_stale_closure_07,duplicate,D2
pair_3038,gh_3987748572,gh_3821452975,not_duplicate,D3
pair_1249,syn_video_autoplay_blocked_04,syn_video_autoplay_blocked_08,duplicate,D2
pair_3675,gh_1507647787,syn_date_picker_timezone_07,not_duplicate,D4
pair_2133,sdk_dom_explosion_02,sdk_dom_explosion_04,duplicate,D2
pair_3446,syn_checkout_coupon_03,gh_4038319955,not_duplicate,D4
pair_0561,syn_cors_preflight_01,syn_cors_preflight_08,duplicate,D2
pair_4162,sdk_websocket_fail_07,syn_clipboard_paste_crash_03,not_duplicate,D4
pair_0321,syn_modal_scroll_lock_08,syn_modal_scroll_lock_09,duplicate,D2
pair_1145,syn_drag_drop_ghost_02,syn_drag_drop_ghost_05,duplicate,D2
pair_1991,sdk_rate_limit_429_01,sdk_rate_limit_429_04,duplicate,D2
pair_2547,sdk_json_parse_crash_06,sdk_network_timeout_06,not_duplicate,D3
pair_2889,gh_4117107989,gh_3873422588,not_duplicate,D3
pair_1682,sdk_stack_overflow_02,sdk_stack_overflow_03,duplicate,D2
pair_4107,syn_oauth_redirect_loop_04,syn_ssr_hydration_mismatch_05,not_duplicate,D4
pair_0221,syn_file_upload_crash_04,syn_file_upload_crash_08,duplicate,D2
pair_0427,syn_form_validation_race_01,syn_form_validation_race_09,duplicate,D2
pair_2062,sdk_websocket_fail_05,sdk_websocket_fail_08,duplicate,D2
pair_4125,sdk_checkout_crash_04,syn_search_empty_state_09,not_duplicate,D4
pair_3816,gh_1694756909,syn_login_csrf_04,not_duplicate,D4
pair_1306,syn_service_worker_stale_00,syn_service_worker_stale_02,duplicate,D2
pair_1095,syn_pdf_export_blank_01,syn_pdf_export_blank_07,duplicate,D2
pair_2157,sdk_dom_explosion_07,sdk_dom_explosion_08,duplicate,D2
pair_3512,syn_search_empty_state_02,sdk_checkout_crash_07,not_duplicate,D4
pair_4445,gh_1491611161,syn_drag_drop_ghost_06,not_duplicate,D4
pair_1198,syn_password_reveal_crash_03,syn_password_reveal_crash_07,duplicate,D2
pair_3600,syn_checkout_coupon_02,syn_websocket_reconnect_01,not_duplicate,D4
pair_3195,sdk_checkout_crash_04,syn_stale_cache_00,not_duplicate,D4
pair_1502,sdk_form_crash_02,sdk_form_crash_03,duplicate,D2
pair_1239,syn_video_autoplay_blocked_02,syn_video_autoplay_blocked_09,duplicate,D2
pair_2920,gh_4004836123,gh_3854696745,not_duplicate,D3
pair_1816,sdk_invalid_date_01,sdk_invalid_date_09,duplicate,D2
pair_4159,sdk_listener_leak_02,sdk_websocket_fail_06,not_duplicate,D4
pair_1462,sdk_slow_page_02,sdk_slow_page_08,duplicate,D2
pair_3331,syn_notification_permission_00,syn_cors_preflight_06,not_duplicate,D4
pair_3011,syn_cors_preflight_05,syn_geolocation_timeout_07,not_duplicate,D3
pair_4199,gh_1694756909,syn_react_key_warning_00,not_duplicate,D4
pair_4222,gh_4066596986,syn_useeffect_loop_03,not_duplicate,D4
pair_4464,sdk_stale_closure_00,sdk_api_500_09,not_duplicate,D4
pair_2226,sdk_storage_quota_02,sdk_storage_quota_07,duplicate,D2
pair_1024,syn_table_sort_nan_04,syn_table_sort_nan_07,duplicate,D2
pair_0312,syn_modal_scroll_lock_05,syn_modal_scroll_lock_06,duplicate,D2
pair_0314,syn_modal_scroll_lock_05,syn_modal_scroll_lock_08,duplicate,D2
pair_2689,syn_search_empty_state_08,syn_service_worker_stale_04,not_duplicate,D3
pair_0501,syn_ssr_hydration_mismatch_00,syn_ssr_hydration_mismatch_01,duplicate,D2
pair_2693,syn_dropdown_z_index_02,syn_drag_drop_ghost_02,not_duplicate,D3
pair_1960,sdk_unauthorized_401_03,sdk_unauthorized_401_05,duplicate,D2
pair_1629,sdk_json_parse_crash_01,sdk_json_parse_crash_02,duplicate,D2
pair_2482,gh_4066590605,gh_3906005988,not_duplicate,D3
pair_0531,syn_ssr_hydration_mismatch_04,syn_ssr_hydration_mismatch_05,duplicate,D2
pair_1197,syn_password_reveal_crash_03,syn_password_reveal_crash_06,duplicate,D2
pair_1000,syn_table_sort_nan_00,syn_table_sort_nan_09,duplicate,D2
pair_2683,syn_search_empty_state_00,syn_form_validation_race_01,not_duplicate,D3
pair_2467,sdk_listener_leak_05,sdk_listener_leak_08,duplicate,D2
pair_1432,sdk_api_500_05,sdk_api_500_08,duplicate,D2
pair_1286,syn_chart_resize_overflow_03,syn_chart_resize_overflow_06,duplicate,D2
pair_0179,syn_dark_mode_flash_05,syn_dark_mode_flash_07,duplicate,D2
pair_1157,syn_drag_drop_ghost_04,syn_drag_drop_ghost_06,duplicate,D2
pair_0739,syn_animation_jank_01,syn_animation_jank_08,duplicate,D2
pair_1796,sdk_array_bounds_06,sdk_array_bounds_09,duplicate,D2
pair_0519,syn_ssr_hydration_mismatch_02,syn_ssr_hydration_mismatch_04,duplicate,D2
pair_3524,syn_dropdown_z_index_00,sdk_slow_page_09,not_duplicate,D4
pair_0313,syn_modal_scroll_lock_05,syn_modal_scroll_lock_07,duplicate,D2
pair_3645,gh_4066560187,sdk_layout_shift_03,not_duplicate,D4
pair_3328,syn_a11y_focus_trap_07,syn_password_reveal_crash_06,not_duplicate,D4
pair_1023,syn_table_sort_nan_04,syn_table_sort_nan_06,duplicate,D2
pair_2948,syn_drag_drop_ghost_01,syn_chart_resize_overflow_08,not_duplicate,D3
pair_0061,syn_login_csrf_00,syn_login_csrf_09,duplicate,D2
pair_3284,syn_infinite_scroll_memory_08,syn_notification_permission_01,not_duplicate,D4
pair_0187,syn_dark_mode_flash_08,syn_dark_mode_flash_09,duplicate,D2
pair_2326,sdk_zindex_conflict_04,sdk_zindex_conflict_06,duplicate,D2
pair_2196,sdk_heavy_canvas_05,sdk_heavy_canvas_07,duplicate,D2
pair_3248,sdk_storage_quota_03,sdk_rage_clicks_04,not_duplicate,D4
pair_3308,sdk_layout_shift_05,sdk_cors_error_06,not_duplicate,D4
pair_3082,gh_4038319955,syn_modal_scroll_lock_05,not_duplicate,D4
pair_3061,syn_dark_mode_flash_02,syn_drag_drop_ghost_08,not_duplicate,D3
pair_1691,sdk_stack_overflow_03,sdk_stack_overflow_06,duplicate,D2
pair_0930,syn_clipboard_paste_crash_03,syn_clipboard_paste_crash_08,duplicate,D2
pair_4137,gh_2516903932,syn_file_upload_crash_06,not_duplicate,D4
pair_2410,sdk_unhandled_promise_03,sdk_unhandled_promise_05,duplicate,D2
pair_0376,syn_websocket_reconnect_01,syn_websocket_reconnect_03,duplicate,D2
pair_0950,syn_notification_permission_00,syn_notification_permission_04,duplicate,D2
pair_0975,syn_notification_permission_03,syn_notification_permission_08,duplicate,D2
pair_0237,syn_search_empty_state_00,syn_search_empty_state_05,duplicate,D2
pair_1788,sdk_array_bounds_04,sdk_array_bounds_08,duplicate,D2
pair_1405,sdk_api_500_01,sdk_api_500_03,duplicate,D2
pair_0793,syn_stale_cache_03,syn_stale_cache_05,duplicate,D2
pair_1440,sdk_slow_page_00,sdk_slow_page_01,duplicate,D2
pair_1506,sdk_form_crash_02,sdk_form_crash_07,duplicate,D2
pair_2521,syn_modal_scroll_lock_00,syn_a11y_focus_trap_08,not_duplicate,D3
pair_3677,syn_image_lazy_load_09,syn_react_key_warning_01,not_duplicate,D4
pair_1793,sdk_array_bounds_05,sdk_array_bounds_09,duplicate,D2
pair_0473,syn_image_lazy_load_02,syn_image_lazy_load_03,duplicate,D2
pair_3693,sdk_form_crash_07,gh_1934753530,not_duplicate,D4
pair_4423,sdk_slow_page_03,gh_2239791958,not_duplicate,D4
pair_1748,sdk_null_dom_05,sdk_null_dom_09,duplicate,D2
pair_2872,gh_3939686094,gh_3906005988,not_duplicate,D3
pair_1760,sdk_array_bounds_00,sdk_array_bounds_06,duplicate,D2
pair_0512,syn_ssr_hydration_mismatch_01,syn_ssr_hydration_mismatch_04,duplicate,D2
pair_2848,syn_cors_preflight_08,syn_geolocation_timeout_06,not_duplicate,D3
pair_1545,sdk_broken_image_01,sdk_broken_image_08,duplicate,D2
pair_4444,sdk_array_bounds_03,syn_image_lazy_load_04,not_duplicate,D4
pair_1585,sdk_rage_clicks_01,sdk_rage_clicks_03,duplicate,D2
pair_0213,syn_file_upload_crash_03,syn_file_upload_crash_05,duplicate,D2
pair_1974,sdk_unauthorized_401_06,sdk_unauthorized_401_07,duplicate,D2
pair_4169,syn_useeffect_loop_03,syn_dropdown_z_index_01,not_duplicate,D4
pair_0074,syn_login_csrf_02,syn_login_csrf_07,duplicate,D2
pair_3022,gh_4066596986,gh_3907931032,not_duplicate,D3
pair_2800,syn_dark_mode_flash_00,syn_a11y_focus_trap_09,not_duplicate,D3
pair_2793,gh_2175833638,gh_1669728508,not_duplicate,D3
pair_1553,sdk_broken_image_02,sdk_broken_image_09,duplicate,D2
pair_3523,gh_4117107989,sdk_cors_error_01,not_duplicate,D4
pair_2490,syn_login_csrf_03,syn_geolocation_timeout_00,not_duplicate,D3
pair_3780,sdk_rate_limit_429_03,syn_a11y_focus_trap_06,not_duplicate,D4
pair_4111,gh_1934753530,sdk_long_task_02,not_duplicate,D4
pair_3323,syn_websocket_reconnect_01,gh_4119317089,not_duplicate,D4
pair_3202,sdk_rate_limit_429_01,syn_infinite_scroll_memory_00,not_duplicate,D4
pair_3168,syn_animation_jank_04,syn_react_key_warning_07,not_duplicate,D4
pair_4352,sdk_cors_error_04,syn_infinite_scroll_memory_07,not_duplicate,D4
pair_0226,syn_file_upload_crash_05,syn_file_upload_crash_09,duplicate,D2
pair_0087,syn_login_csrf_04,syn_login_csrf_09,duplicate,D2
pair_0932,syn_clipboard_paste_crash_04,syn_clipboard_paste_crash_05,duplicate,D2
pair_3480,syn_react_key_warning_00,sdk_checkout_crash_05,not_duplicate,D4
pair_3201,syn_dark_mode_flash_02,sdk_network_timeout_05,not_duplicate,D4
pair_1242,syn_video_autoplay_blocked_03,syn_video_autoplay_blocked_06,duplicate,D2
