pair_id,model,cosine_score,label
bz_pair_0068,bge-m3,0.714289,duplicate
bz_pair_0069,bge-m3,0.532493,not_duplicate
bz_pair_0070,bge-m3,0.715324,duplicate
bz_pair_0071,bge-m3,0.719748,duplicate
bz_pair_0072,bge-m3,0.691357,duplicate
bz_pair_0073,bge-m3,0.759307,duplicate
bz_pair_0074,bge-m3,0.763705,duplicate
bz_pair_0075,bge-m3,0.538372,duplicate
bz_pair_0076,bge-m3,0.827495,duplicate
bz_pair_0077,bge-m3,0.777531,duplicate
bz_pair_0078,bge-m3,0.573708,duplicate
bz_pair_0079,bge-m3,0.591661,duplicate
bz_pair_0080,bge-m3,0.68591,duplicate
bz_pair_0081,bge-m3,0.612235,duplicate
bz_pair_0082,bge-m3,0.454053,duplicate
bz_pair_0083,bge-m3,0.474277,duplicate
bz_pair_0084,bge-m3,0.799713,duplicate
bz_pair_0085,bge-m3,0.71198,duplicate
bz_pair_0086,bge-m3,0.65993,duplicate
bz_pair_0087,bge-m3,0.422737,not_duplicate
bz_pair_0088,bge-m3,0.769283,duplicate
bz_pair_0089,bge-m3,0.645044,duplicate
bz_pair_0090,bge-m3,0.581044,duplicate
bz_pair_0091,bge-m3,0.656665,duplicate
bz_pair_0092,bge-m3,0.779997,duplicate
bz_pair_0093,bge-m3,0.641105,duplicate
bz_pair_0094,bge-m3,0.485078,not_duplicate
bz_pair_0095,bge-m3,1.0,duplicate
bz_pair_0096,bge-m3,0.673591,duplicate
bz_pair_0097,bge-m3,0.651117,duplicate
bz_pair_0098,bge-m3,0.707897,duplicate
bz_pair_0099,bge-m3,0.689256,duplicate
bz_pair_0100,bge-m3,0.776819,duplicate
bz_pair_0101,bge-m3,0.482373,not_duplicate
bz_pair_0102,bge-m3,0.470007,not_duplicate
bz_pair_0103,bge-m3,0.531774,duplicate
bz_pair_0104,bge-m3,0.703638,duplicate
bz_pair_0105,bge-m3,0.539317,duplicate
bz_pair_0106,bge-m3,0.496408,not_duplicate
bz_pair_0107,bge-m3,0.742664,duplicate
bz_pair_0108,bge-m3,0.610082,duplicate
bz_pair_0109,bge-m3,0.709206,duplicate
bz_pair_0110,bge-m3,0.463707,not_duplicate
bz_pair_0111,bge-m3,0.710883,duplicate
bz_pair_0112,bge-m3,0.537693,not_duplicate
bz_pair_0113,bge-m3,0.765401,duplicate
bz_pair_0114,bge-m3,0.433485,not_duplicate
bz_pair_0115,bge-m3,0.607761,duplicate
bz_pair_0116,bge-m3,0.566881,duplicate
bz_pair_0117,bge-m3,0.506448,duplicate
bz_pair_0118,bge-m3,0.633328,duplicate
bz_pair_0119,bge-m3,0.557949,duplicate
bz_pair_0120,bge-m3,0.622561,duplicate
bz_pair_0121,bge-m3,0.373245,not_duplicate
bz_pair_0122,bge-m3,0.68703,duplicate
bz_pair_0123,bge-m3,0.596606,duplicate
bz_pair_0124,bge-m3,0.72884,duplicate
bz_pair_0125,bge-m3,0.444476,not_duplicate
bz_pair_0126,bge-m3,0.65559,duplicate
bz_pair_0127,bge-m3,0.765466,duplicate
bz_pair_0128,bge-m3,0.847756,duplicate
bz_pair_0129,bge-m3,0.470521,not_duplicate
bz_pair_0130,bge-m3,0.58574,duplicate
bz_pair_0131,bge-m3,0.60548,duplicate
bz_pair_0132,bge-m3,0.511314,duplicate
bz_pair_0133,bge-m3,0.652682,duplicate
bz_pair_0134,bge-m3,0.454407,not_duplicate
bz_pair_0135,bge-m3,0.474132,not_duplicate
bz_pair_0136,bge-m3,0.43635,not_duplicate
bz_pair_0137,bge-m3,0.705468,duplicate
bz_pair_0138,bge-m3,0.651646,duplicate
bz_pair_0139,bge-m3,0.59986,duplicate
bz_pair_0140,bge-m3,0.526,duplicate
bz_pair_0141,bge-m3,0.690192,duplicate
bz_pair_0142,bge-m3,0.621386,duplicate
bz_pair_0143,bge-m3,0.450665,duplicate
bz_pair_0144,bge-m3,0.40974,not_duplicate
bz_pair_0145,bge-m3,0.39059,not_duplicate
bz_pair_0146,bge-m3,0.631198,duplicate
bz_pair_0147,bge-m3,0.774332,duplicate
bz_pair_0148,bge-m3,0.737323,duplicate
bz_pair_0149,bge-m3,0.468827,not_duplicate
bz_pair_0150,bge-m3,0.469535,not_duplicate
bz_pair_0151,bge-m3,0.559598,duplicate
bz_pair_0152,bge-m3,0.458519,not_duplicate
bz_pair_0153,bge-m3,0.534786,not_duplicate
bz_pair_0154,bge-m3,0.543884,not_duplicate
bz_pair_0155,bge-m3,0.695172,duplicate
bz_pair_0156,bge-m3,0.579288,duplicate
bz_pair_0157,bge-m3,0.583369,duplicate
bz_pair_0158,bge-m3,0.746304,duplicate
bz_pair_0159,bge-m3,0.653693,duplicate
bz_pair_0160,bge-m3,1.0,duplicate
bz_pair_0161,bge-m3,0.426075,not_duplicate
bz_pair_0162,bge-m3,0.824978,duplicate
bz_pair_0163,bge-m3,0.809248,duplicate
bz_pair_0164,bge-m3,0.556722,duplicate
bz_pair_0165,bge-m3,0.484691,not_duplicate
bz_pair_0166,bge-m3,0.542367,duplicate
bz_pair_0167,bge-m3,0.649128,duplicate
bz_pair_0168,bge-m3,0.626752,duplicate
bz_pair_0169,bge-m3,0.574193,duplicate
bz_pair_0170,bge-m3,0.668611,duplicate
bz_pair_0171,bge-m3,0.783561,duplicate
bz_pair_0172,bge-m3,0.826668,duplicate
bz_pair_0173,bge-m3,0.792703,duplicate
bz_pair_0174,bge-m3,0.725818,duplicate
bz_pair_0175,bge-m3,0.624846,duplicate
bz_pair_0176,bge-m3,0.716265,duplicate
bz_pair_0177,bge-m3,0.624232,duplicate
bz_pair_0178,bge-m3,0.482102,not_duplicate
bz_pair_0179,bge-m3,0.56743,duplicate
bz_pair_0180,bge-m3,0.757614,duplicate
bz_pair_0181,bge-m3,0.699295,duplicate
bz_pair_0182,bge-m3,0.409853,not_duplicate
bz_pair_0183,bge-m3,0.439782,not_duplicate
bz_pair_0184,bge-m3,1.0,duplicate
bz_pair_0185,bge-m3,0.710787,duplicate
bz_pair_0186,bge-m3,0.504982,not_duplicate
bz_pair_0187,bge-m3,0.626938,duplicate
bz_pair_0188,bge-m3,0.650173,duplicate
bz_pair_0189,bge-m3,0.394775,not_duplicate
bz_pair_0190,bge-m3,0.729256,duplicate
bz_pair_0191,bge-m3,0.663744,duplicate
bz_pair_0192,bge-m3,0.716284,duplicate
bz_pair_0193,bge-m3,0.651636,duplicate
bz_pair_0194,bge-m3,0.479454,duplicate
bz_pair_0195,bge-m3,1.0,duplicate
bz_pair_0196,bge-m3,0.745037,duplicate
bz_pair_0197,bge-m3,0.621437,duplicate
bz_pair_0198,bge-m3,0.615466,duplicate
bz_pair_0199,bge-m3,0.487924,duplicate
bz_pair_0200,bge-m3,0.61962,duplicate
bz_pair_0201,bge-m3,0.741266,duplicate
bz_pair_0202,bge-m3,0.446375,not_duplicate
bz_pair_0203,bge-m3,0.647244,duplicate
bz_pair_0204,bge-m3,0.438478,not_duplicate
bz_pair_0205,bge-m3,0.673988,duplicate
bz_pair_0206,bge-m3,0.58119,duplicate
bz_pair_0207,bge-m3,0.483704,not_duplicate
bz_pair_0208,bge-m3,0.668843,duplicate
bz_pair_0209,bge-m3,0.679591,duplicate
bz_pair_0210,bge-m3,0.647713,duplicate
bz_pair_0211,bge-m3,0.752431,duplicate
bz_pair_0212,bge-m3,0.475711,not_duplicate
bz_pair_0213,bge-m3,0.480061,not_duplicate
bz_pair_0214,bge-m3,0.437354,duplicate
bz_pair_0215,bge-m3,0.783704,duplicate
bz_pair_0216,bge-m3,1.0,duplicate
bz_pair_0217,bge-m3,0.660294,duplicate
bz_pair_0218,bge-m3,0.70059,duplicate
bz_pair_0219,bge-m3,0.599957,duplicate
bz_pair_0220,bge-m3,0.381167,not_duplicate
bz_pair_0221,bge-m3,0.405517,not_duplicate
bz_pair_0222,bge-m3,0.456722,duplicate
bz_pair_0223,bge-m3,0.792775,duplicate
bz_pair_0224,bge-m3,0.440111,not_duplicate
bz_pair_0225,bge-m3,0.455469,not_duplicate
bz_pair_0226,bge-m3,0.716381,duplicate
bz_pair_0227,bge-m3,0.427462,not_duplicate
bz_pair_0228,bge-m3,0.451063,not_duplicate
bz_pair_0229,bge-m3,0.414526,not_duplicate
bz_pair_0230,bge-m3,0.41056,not_duplicate
bz_pair_0231,bge-m3,0.53392,duplicate
bz_pair_0232,bge-m3,0.767723,duplicate
bz_pair_0233,bge-m3,0.455361,not_duplicate
bz_pair_0234,bge-m3,0.601842,duplicate
bz_pair_0235,bge-m3,0.487415,not_duplicate
bz_pair_0236,bge-m3,0.466144,not_duplicate
bz_pair_0237,bge-m3,0.465091,not_duplicate
bz_pair_0238,bge-m3,0.587071,duplicate
bz_pair_0239,bge-m3,0.769128,duplicate
bz_pair_0240,bge-m3,0.489745,not_duplicate
bz_pair_0241,bge-m3,0.770849,duplicate
bz_pair_0242,bge-m3,0.678188,duplicate
bz_pair_0243,bge-m3,0.502134,duplicate
bz_pair_0244,bge-m3,0.764933,duplicate
bz_pair_0245,bge-m3,0.329167,not_duplicate
bz_pair_0246,bge-m3,0.749298,duplicate
bz_pair_0247,bge-m3,0.831482,duplicate
bz_pair_0248,bge-m3,0.767691,duplicate
bz_pair_0249,bge-m3,0.744491,duplicate
bz_pair_0250,bge-m3,0.448665,not_duplicate
bz_pair_0251,bge-m3,0.829525,duplicate
bz_pair_0252,bge-m3,0.632568,duplicate
bz_pair_0253,bge-m3,0.409185,not_duplicate
bz_pair_0254,bge-m3,0.454818,not_duplicate
bz_pair_0255,bge-m3,0.475673,not_duplicate
bz_pair_0256,bge-m3,0.675582,duplicate
bz_pair_0257,bge-m3,0.748155,duplicate
bz_pair_0258,bge-m3,0.52339,duplicate
bz_pair_0259,bge-m3,0.411027,not_duplicate
bz_pair_0260,bge-m3,0.432709,not_duplicate
bz_pair_0261,bge-m3,0.390339,not_duplicate
bz_pair_0262,bge-m3,0.692469,duplicate
bz_pair_0263,bge-m3,0.666281,duplicate
bz_pair_0264,bge-m3,0.624984,duplicate
bz_pair_0265,bge-m3,0.796577,duplicate
bz_pair_0266,bge-m3,0.499323,duplicate
bz_pair_0267,bge-m3,0.428457,not_duplicate
bz_pair_0268,bge-m3,0.617579,duplicate
bz_pair_0269,bge-m3,0.70866,duplicate
bz_pair_0270,bge-m3,0.701344,duplicate
bz_pair_0271,bge-m3,0.525502,not_duplicate
bz_pair_0272,bge-m3,0.965546,duplicate
bz_pair_0273,bge-m3,0.451252,not_duplicate
bz_pair_0274,bge-m3,0.9808,duplicate
bz_pair_0275,bge-m3,0.478762,not_duplicate
bz_pair_0276,bge-m3,0.485686,not_duplicate
bz_pair_0277,bge-m3,0.490948,not_duplicate
bz_pair_0278,bge-m3,0.686076,duplicate
bz_pair_0279,bge-m3,0.764536,duplicate
bz_pair_0280,bge-m3,0.685826,duplicate
bz_pair_0281,bge-m3,0.576827,duplicate
bz_pair_0282,bge-m3,0.67136,duplicate
bz_pair_0283,bge-m3,0.693949,duplicate
bz_pair_0284,bge-m3,0.642345,duplicate
bz_pair_0285,bge-m3,0.59247,duplicate
bz_pair_0286,bge-m3,0.397902,duplicate
bz_pair_0287,bge-m3,0.3743,not_duplicate
bz_pair_0288,bge-m3,0.518285,not_duplicate
bz_pair_0289,bge-m3,0.722579,duplicate
bz_pair_0290,bge-m3,0.469413,not_duplicate
bz_pair_0291,bge-m3,0.322955,not_duplicate
bz_pair_0292,bge-m3,0.625511,duplicate
bz_pair_0293,bge-m3,0.522612,duplicate
bz_pair_0294,bge-m3,0.506352,duplicate
bz_pair_0295,bge-m3,0.453495,duplicate
bz_pair_0296,bge-m3,0.738181,duplicate
bz_pair_0297,bge-m3,0.414109,not_duplicate
bz_pair_0298,bge-m3,0.515677,duplicate
bz_pair_0299,bge-m3,0.629849,duplicate
bz_pair_0300,bge-m3,0.448272,not_duplicate
bz_pair_0301,bge-m3,1.0,duplicate
bz_pair_0302,bge-m3,0.473808,duplicate
bz_pair_0303,bge-m3,0.455418,duplicate
bz_pair_0304,bge-m3,0.51707,not_duplicate
bz_pair_0305,bge-m3,0.654636,duplicate
bz_pair_0306,bge-m3,0.646033,duplicate
bz_pair_0307,bge-m3,0.723808,duplicate
bz_pair_0308,bge-m3,0.689803,duplicate
bz_pair_0309,bge-m3,0.795937,duplicate
bz_pair_0310,bge-m3,0.550247,duplicate
bz_pair_0311,bge-m3,0.772982,duplicate
bz_pair_0312,bge-m3,0.393487,not_duplicate
bz_pair_0313,bge-m3,0.342262,not_duplicate
bz_pair_0314,bge-m3,0.725075,duplicate
bz_pair_0315,bge-m3,0.630013,duplicate
bz_pair_0316,bge-m3,0.714228,duplicate
bz_pair_0317,bge-m3,0.415707,not_duplicate
bz_pair_0318,bge-m3,0.639438,duplicate
bz_pair_0319,bge-m3,0.426978,not_duplicate
bz_pair_0320,bge-m3,0.772536,duplicate
bz_pair_0321,bge-m3,0.720541,duplicate
bz_pair_0322,bge-m3,0.70059,duplicate
bz_pair_0323,bge-m3,0.549734,not_duplicate
bz_pair_0324,bge-m3,0.548179,duplicate
bz_pair_0325,bge-m3,0.744104,duplicate
bz_pair_0326,bge-m3,0.999363,duplicate
bz_pair_0327,bge-m3,0.425984,not_duplicate
bz_pair_0328,bge-m3,0.966993,duplicate
bz_pair_0329,bge-m3,0.460262,not_duplicate
bz_pair_0330,bge-m3,0.962053,duplicate
bz_pair_0331,bge-m3,0.429476,not_duplicate
bz_pair_0332,bge-m3,0.431454,not_duplicate
bz_pair_0333,bge-m3,0.753257,duplicate
bz_pair_0334,bge-m3,0.69081,duplicate
bz_pair_0335,bge-m3,1.0,duplicate
bz_pair_0336,bge-m3,0.627963,duplicate
bz_pair_0337,bge-m3,0.521782,duplicate
bz_pair_0338,bge-m3,0.736573,duplicate
bz_pair_0339,bge-m3,0.470666,not_duplicate
bz_pair_0340,bge-m3,1.0,duplicate
bz_pair_0341,bge-m3,0.554268,not_duplicate
bz_pair_0342,bge-m3,0.606575,duplicate
bz_pair_0343,bge-m3,0.588294,duplicate
bz_pair_0344,bge-m3,0.738994,duplicate
bz_pair_0345,bge-m3,0.645151,duplicate
bz_pair_0346,bge-m3,0.691575,duplicate
bz_pair_0347,bge-m3,0.566741,duplicate
bz_pair_0348,bge-m3,0.727433,duplicate
bz_pair_0349,bge-m3,0.460543,not_duplicate
bz_pair_0000,qwen3-embedding,0.754147,duplicate
bz_pair_0001,qwen3-embedding,0.765336,duplicate
bz_pair_0002,qwen3-embedding,0.710673,duplicate
bz_pair_0003,qwen3-embedding,0.518892,duplicate
bz_pair_0004,qwen3-embedding,0.52825,duplicate
bz_pair_0005,qwen3-embedding,0.353744,not_duplicate
bz_pair_0006,qwen3-embedding,0.362943,not_duplicate
bz_pair_0007,qwen3-embedding,0.821541,duplicate
bz_pair_0008,qwen3-embedding,0.337572,not_duplicate
bz_pair_0009,qwen3-embedding,0.67783,duplicate
bz_pair_0010,qwen3-embedding,0.816296,duplicate
bz_pair_0011,qwen3-embedding,0.806208,duplicate
bz_pair_0012,qwen3-embedding,0.415,not_duplicate
bz_pair_0013,qwen3-embedding,0.690488,duplicate
bz_pair_0014,qwen3-embedding,0.476524,not_duplicate
bz_pair_0015,qwen3-embedding,0.800178,duplicate
bz_pair_0016,qwen3-embedding,0.731059,duplicate
bz_pair_0017,qwen3-embedding,0.741026,duplicate
bz_pair_0018,qwen3-embedding,0.872373,duplicate
bz_pair_0019,qwen3-embedding,0.797572,duplicate
bz_pair_0020,qwen3-embedding,0.783015,duplicate
bz_pair_0021,qwen3-embedding,0.672284,duplicate
bz_pair_0022,qwen3-embedding,0.736047,duplicate
bz_pair_0023,qwen3-embedding,0.315725,not_duplicate
bz_pair_0024,qwen3-embedding,0.82364,duplicate
bz_pair_0025,qwen3-embedding,0.848117,duplicate
bz_pair_0026,qwen3-embedding,0.298155,not_duplicate
bz_pair_0027,qwen3-embedding,0.550416,duplicate
bz_pair_0028,qwen3-embedding,1.0,duplicate
bz_pair_0029,qwen3-embedding,0.74772,duplicate
bz_pair_0030,qwen3-embedding,0.458775,not_duplicate
bz_pair_0031,qwen3-embedding,0.768139,duplicate
bz_pair_0032,qwen3-embedding,0.742029,duplicate
bz_pair_0033,qwen3-embedding,0.418657,duplicate
bz_pair_0034,qwen3-embedding,0.387125,not_duplicate
bz_pair_0035,qwen3-embedding,0.436493,not_duplicate
bz_pair_0036,qwen3-embedding,0.825658,duplicate
bz_pair_0037,qwen3-embedding,0.364362,not_duplicate
bz_pair_0038,qwen3-embedding,0.402758,not_duplicate
bz_pair_0039,qwen3-embedding,0.887911,duplicate
bz_pair_0040,qwen3-embedding,0.711453,duplicate
bz_pair_0041,qwen3-embedding,0.590313,duplicate
bz_pair_0042,qwen3-embedding,0.756663,duplicate
bz_pair_0043,qwen3-embedding,0.681622,duplicate
bz_pair_0044,qwen3-embedding,0.341717,not_duplicate
bz_pair_0045,qwen3-embedding,0.580962,duplicate
bz_pair_0046,qwen3-embedding,0.778214,duplicate
bz_pair_0047,qwen3-embedding,0.720251,duplicate
bz_pair_0048,qwen3-embedding,0.332404,not_duplicate
bz_pair_0049,qwen3-embedding,0.33939,not_duplicate
bz_pair_0050,qwen3-embedding,0.705713,duplicate
bz_pair_0051,qwen3-embedding,0.528954,duplicate
bz_pair_0052,qwen3-embedding,0.670479,duplicate
bz_pair_0053,qwen3-embedding,0.827139,duplicate
bz_pair_0054,qwen3-embedding,1.0,duplicate
bz_pair_0055,qwen3-embedding,0.404607,not_duplicate
bz_pair_0056,qwen3-embedding,0.821582,duplicate
bz_pair_0057,qwen3-embedding,0.854402,duplicate
bz_pair_0058,qwen3-embedding,0.311169,not_duplicate
bz_pair_0059,qwen3-embedding,0.768083,duplicate
bz_pair_0060,qwen3-embedding,0.849972,duplicate
bz_pair_0061,qwen3-embedding,0.297706,not_duplicate
bz_pair_0062,qwen3-embedding,0.825113,duplicate
bz_pair_0063,qwen3-embedding,0.47027,not_duplicate
bz_pair_0064,qwen3-embedding,0.411164,not_duplicate
bz_pair_0065,qwen3-embedding,1.0,duplicate
bz_pair_0066,qwen3-embedding,0.788278,duplicate
bz_pair_0067,qwen3-embedding,0.673212,duplicate
bz_pair_0068,qwen3-embedding,0.789601,duplicate
bz_pair_0069,qwen3-embedding,0.47042,not_duplicate
bz_pair_0070,qwen3-embedding,0.826415,duplicate
bz_pair_0071,qwen3-embedding,0.764887,duplicate
bz_pair_0072,qwen3-embedding,0.776336,duplicate
bz_pair_0073,qwen3-embedding,0.826613,duplicate
bz_pair_0074,qwen3-embedding,0.796464,duplicate
bz_pair_0075,qwen3-embedding,0.587674,duplicate
bz_pair_0076,qwen3-embedding,0.89276,duplicate
bz_pair_0077,qwen3-embedding,0.903636,duplicate
bz_pair_0078,qwen3-embedding,0.663579,duplicate
bz_pair_0079,qwen3-embedding,0.65779,duplicate
bz_pair_0080,qwen3-embedding,0.756288,duplicate
bz_pair_0081,qwen3-embedding,0.643486,duplicate
bz_pair_0082,qwen3-embedding,0.512123,duplicate
bz_pair_0083,qwen3-embedding,0.607248,duplicate
bz_pair_0084,qwen3-embedding,0.850009,duplicate
bz_pair_0085,qwen3-embedding,0.820991,duplicate
bz_pair_0086,qwen3-embedding,0.738479,duplicate
bz_pair_0087,qwen3-embedding,0.296994,not_duplicate
bz_pair_0088,qwen3-embedding,0.832052,duplicate
bz_pair_0089,qwen3-embedding,0.72988,duplicate
bz_pair_0090,qwen3-embedding,0.665143,duplicate
bz_pair_0091,qwen3-embedding,0.727501,duplicate
bz_pair_0092,qwen3-embedding,0.916612,duplicate
bz_pair_0093,qwen3-embedding,0.625291,duplicate
bz_pair_0094,qwen3-embedding,0.535558,not_duplicate
bz_pair_0095,qwen3-embedding,1.0,duplicate
bz_pair_0096,qwen3-embedding,0.655629,duplicate
bz_pair_0097,qwen3-embedding,0.752078,duplicate
bz_pair_0098,qwen3-embedding,0.735412,duplicate
bz_pair_0099,qwen3-embedding,0.727289,duplicate
bz_pair_0100,qwen3-embedding,0.743457,duplicate
bz_pair_0101,qwen3-embedding,0.444883,not_duplicate
bz_pair_0102,qwen3-embedding,0.378554,not_duplicate
bz_pair_0103,qwen3-embedding,0.680153,duplicate
bz_pair_0104,qwen3-embedding,0.730094,duplicate
bz_pair_0105,qwen3-embedding,0.705316,duplicate
bz_pair_0106,qwen3-embedding,0.373556,not_duplicate
bz_pair_0107,qwen3-embedding,0.762819,duplicate
bz_pair_0108,qwen3-embedding,0.706246,duplicate
bz_pair_0109,qwen3-embedding,0.736832,duplicate
bz_pair_0110,qwen3-embedding,0.392345,not_duplicate
bz_pair_0111,qwen3-embedding,0.773889,duplicate
bz_pair_0112,qwen3-embedding,0.561646,not_duplicate
bz_pair_0113,qwen3-embedding,0.813854,duplicate
bz_pair_0114,qwen3-embedding,0.351382,not_duplicate
bz_pair_0115,qwen3-embedding,0.721985,duplicate
bz_pair_0116,qwen3-embedding,0.681184,duplicate
bz_pair_0117,qwen3-embedding,0.380358,duplicate
bz_pair_0118,qwen3-embedding,0.793644,duplicate
bz_pair_0119,qwen3-embedding,0.560631,duplicate
bz_pair_0120,qwen3-embedding,0.72349,duplicate
bz_pair_0121,qwen3-embedding,0.487804,not_duplicate
bz_pair_0122,qwen3-embedding,0.750266,duplicate
bz_pair_0123,qwen3-embedding,0.727508,duplicate
bz_pair_0124,qwen3-embedding,0.733492,duplicate
bz_pair_0125,qwen3-embedding,0.403415,not_duplicate
bz_pair_0126,qwen3-embedding,0.829061,duplicate
bz_pair_0127,qwen3-embedding,0.857335,duplicate
bz_pair_0128,qwen3-embedding,0.847044,duplicate
bz_pair_0129,qwen3-embedding,0.387679,not_duplicate
bz_pair_0130,qwen3-embedding,0.614033,duplicate
bz_pair_0131,qwen3-embedding,0.575375,duplicate
bz_pair_0132,qwen3-embedding,0.646917,duplicate
bz_pair_0133,qwen3-embedding,0.704563,duplicate
bz_pair_0134,qwen3-embedding,0.428643,not_duplicate
bz_pair_0135,qwen3-embedding,0.458449,not_duplicate
bz_pair_0136,qwen3-embedding,0.338527,not_duplicate
bz_pair_0137,qwen3-embedding,0.882671,duplicate
bz_pair_0138,qwen3-embedding,0.728797,duplicate
bz_pair_0139,qwen3-embedding,0.615903,duplicate
bz_pair_0140,qwen3-embedding,0.490841,duplicate
bz_pair_0141,qwen3-embedding,0.757079,duplicate
bz_pair_0142,qwen3-embedding,0.75719,duplicate
bz_pair_0143,qwen3-embedding,0.433705,duplicate
bz_pair_0144,qwen3-embedding,0.308366,not_duplicate
bz_pair_0145,qwen3-embedding,0.444613,not_duplicate
bz_pair_0146,qwen3-embedding,0.713987,duplicate
bz_pair_0147,qwen3-embedding,0.895094,duplicate
bz_pair_0148,qwen3-embedding,0.785989,duplicate
bz_pair_0149,qwen3-embedding,0.34872,not_duplicate
bz_pair_0150,qwen3-embedding,0.354739,not_duplicate
bz_pair_0151,qwen3-embedding,0.656945,duplicate
bz_pair_0152,qwen3-embedding,0.366832,not_duplicate
bz_pair_0153,qwen3-embedding,0.60471,not_duplicate
bz_pair_0154,qwen3-embedding,0.48113,not_duplicate
bz_pair_0155,qwen3-embedding,0.690065,duplicate
bz_pair_0156,qwen3-embedding,0.619377,duplicate
bz_pair_0157,qwen3-embedding,0.592654,duplicate
bz_pair_0158,qwen3-embedding,0.886616,duplicate
bz_pair_0159,qwen3-embedding,0.574855,duplicate
bz_pair_0160,qwen3-embedding,1.0,duplicate
bz_pair_0161,qwen3-embedding,0.381195,not_duplicate
bz_pair_0162,qwen3-embedding,0.85243,duplicate
bz_pair_0163,qwen3-embedding,0.835215,duplicate
bz_pair_0164,qwen3-embedding,0.5847,duplicate
bz_pair_0165,qwen3-embedding,0.419509,not_duplicate
bz_pair_0166,qwen3-embedding,0.75454,duplicate
bz_pair_0167,qwen3-embedding,0.656914,duplicate
bz_pair_0168,qwen3-embedding,0.672801,duplicate
bz_pair_0169,qwen3-embedding,0.534239,duplicate
bz_pair_0170,qwen3-embedding,0.732866,duplicate
bz_pair_0171,qwen3-embedding,0.849778,duplicate
bz_pair_0172,qwen3-embedding,0.897105,duplicate
bz_pair_0173,qwen3-embedding,0.845197,duplicate
bz_pair_0174,qwen3-embedding,0.846961,duplicate
bz_pair_0175,qwen3-embedding,0.720915,duplicate
bz_pair_0176,qwen3-embedding,0.783875,duplicate
bz_pair_0177,qwen3-embedding,0.736643,duplicate
bz_pair_0178,qwen3-embedding,0.350489,not_duplicate
bz_pair_0179,qwen3-embedding,0.640852,duplicate
bz_pair_0180,qwen3-embedding,0.835423,duplicate
bz_pair_0181,qwen3-embedding,0.785306,duplicate
bz_pair_0182,qwen3-embedding,0.375984,not_duplicate
bz_pair_0183,qwen3-embedding,0.459238,not_duplicate
bz_pair_0184,qwen3-embedding,1.0,duplicate
bz_pair_0185,qwen3-embedding,0.711807,duplicate
bz_pair_0186,qwen3-embedding,0.413816,not_duplicate
bz_pair_0187,qwen3-embedding,0.829295,duplicate
bz_pair_0188,qwen3-embedding,0.730163,duplicate
bz_pair_0189,qwen3-embedding,0.284434,not_duplicate
bz_pair_0190,qwen3-embedding,0.760145,duplicate
bz_pair_0191,qwen3-embedding,0.810908,duplicate
bz_pair_0192,qwen3-embedding,0.78649,duplicate
bz_pair_0193,qwen3-embedding,0.74671,duplicate
bz_pair_0194,qwen3-embedding,0.446592,duplicate
bz_pair_0195,qwen3-embedding,1.0,duplicate
bz_pair_0196,qwen3-embedding,0.889749,duplicate
bz_pair_0197,qwen3-embedding,0.73534,duplicate
bz_pair_0198,qwen3-embedding,0.694173,duplicate
bz_pair_0199,qwen3-embedding,0.484866,duplicate
bz_pair_0200,qwen3-embedding,0.618924,duplicate
bz_pair_0201,qwen3-embedding,0.846112,duplicate
bz_pair_0202,qwen3-embedding,0.440775,not_duplicate
bz_pair_0203,qwen3-embedding,0.80782,duplicate
bz_pair_0204,qwen3-embedding,0.376741,not_duplicate
bz_pair_0205,qwen3-embedding,0.68224,duplicate
bz_pair_0206,qwen3-embedding,0.667157,duplicate
bz_pair_0207,qwen3-embedding,0.369968,not_duplicate
bz_pair_0208,qwen3-embedding,0.736225,duplicate
bz_pair_0209,qwen3-embedding,0.718798,duplicate
bz_pair_0210,qwen3-embedding,0.654473,duplicate
bz_pair_0211,qwen3-embedding,0.789041,duplicate
bz_pair_0212,qwen3-embedding,0.428323,not_duplicate
bz_pair_0213,qwen3-embedding,0.509839,not_duplicate
bz_pair_0214,qwen3-embedding,0.436157,duplicate
bz_pair_0215,qwen3-embedding,0.792742,duplicate
bz_pair_0216,qwen3-embedding,1.0,duplicate
bz_pair_0217,qwen3-embedding,0.703063,duplicate
bz_pair_0218,qwen3-embedding,0.815712,duplicate
bz_pair_0219,qwen3-embedding,0.786626,duplicate
bz_pair_0220,qwen3-embedding,0.373474,not_duplicate
bz_pair_0221,qwen3-embedding,0.346316,not_duplicate
bz_pair_0222,qwen3-embedding,0.507443,duplicate
bz_pair_0223,qwen3-embedding,0.880811,duplicate
bz_pair_0224,qwen3-embedding,0.345379,not_duplicate
bz_pair_0225,qwen3-embedding,0.44706,not_duplicate
bz_pair_0226,qwen3-embedding,0.817529,duplicate
bz_pair_0227,qwen3-embedding,0.332877,not_duplicate
bz_pair_0228,qwen3-embedding,0.406832,not_duplicate
bz_pair_0229,qwen3-embedding,0.410539,not_duplicate
bz_pair_0230,qwen3-embedding,0.397001,not_duplicate
bz_pair_0231,qwen3-embedding,0.519283,duplicate
bz_pair_0232,qwen3-embedding,0.867214,duplicate
bz_pair_0233,qwen3-embedding,0.385141,not_duplicate
bz_pair_0234,qwen3-embedding,0.629405,duplicate
bz_pair_0235,qwen3-embedding,0.443492,not_duplicate
bz_pair_0236,qwen3-embedding,0.468265,not_duplicate
